molecule_smiles,taskMask,y_cac,y_lip,y_sol,y_ppb,y_ld5,y_cle
O=C1CCOc2nc(OCc3ccccc3)ccc21,"[0, 1, 0, 0, 0, 0]",0.0,3.1,0.0,0.0,0.0,0.0
O=S(=O)(O)c1ncc[nH]1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.3,0.0,0.0,0.0
[Be],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.256,0.0,0.0,0.0
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,"[0, 1, 0, 1, 0, 1]",0.0,2.09,0.0,99.18,0.0,40.0
CCO[Si](CCCN)(OCC)OCC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.095,0.0
O=C(Nc1ccccc1)N1CCOCC1,"[0, 1, 0, 0, 0, 0]",0.0,1.0,0.0,0.0,0.0,0.0
C=C(F)C(F)(F)F,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.76,0.0,0.0,0.0
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-3.8,0.0,2.483,0.0
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,"[0, 1, 0, 1, 0, 0]",0.0,3.02,0.0,98.44,0.0,0.0
Nc1c(Cl)cc(Cl)cc1C(=O)O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.699,0.0
Cc1ccc(P(=O)(O)O)c(C)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.094,0.0,0.0,0.0
O=C([O-])[O-].[Ca+2],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.78,0.0,0.0,0.0
OCC1=C[C@H](N[C@H]2C[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.303,0.0,0.0,0.0
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,"[0, 1, 0, 1, 0, 0]",0.0,-0.87,0.0,93.24,0.0,0.0
Clc1cc(Cl)cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-8.27,0.0,0.0,0.0
CCN(CC)CC#N,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.846,0.0
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,"[1, 0, 0, 0, 0, 0]",-6.828,0.0,0.0,0.0,0.0,0.0
O=C1CCC(C(=O)NC2CC2c2ccccc2)N1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.406,0.0
C=CCNC(=O)C(=O)C(CCC)NC(=O)C1CC2CN1C(=O)C(C1CCCCC1)NC(=O)Cc1cccc(c1)OCCC(C)(C)O2,"[1, 0, 0, 0, 0, 0]",-5.03,0.0,0.0,0.0,0.0,0.0
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.28,0.0,0.0,0.0
N[C@@H](CS)C(=O)O.[Cl-].[H+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.622,0.0,0.0,0.0
COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSCC(=O)O,"[0, 1, 0, 1, 0, 0]",0.0,-1.18,0.0,87.37,0.0,0.0
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1,"[0, 1, 0, 1, 0, 1]",0.0,1.2,0.0,99.19,0.0,8.0
CCOC(=O)c1ccc(OCCC2CN(c3ccc(C)nn3)CCO2)cc1,"[0, 1, 0, 0, 0, 0]",0.0,2.7,0.0,0.0,0.0,0.0
C=CCCCC=C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.34,0.0,0.0,0.0
NC(=O)C(Cl)(Cl)Cl,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.097,0.0,0.0,0.0
CC(C)CC(=O)CC(C)C,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.454,0.0,1.393,0.0
Oc1c2ccccc2cc2ccccc12,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.733,0.0,0.0,0.0
Nc1cc(Cl)ccc1Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.747,0.0
CCC(CC)(CC(=O)O)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.796,0.0,0.0,0.0
CC(C)(C)c1cc(CCC(=O)NNC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.044,0.0,0.0,0.0
CC(C)C(=O)C(C)C,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.302,0.0,1.509,0.0
CCNC(=O)NC(=O)/C(C#N)=N/OC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.3,0.0,0.0,0.0
COC(C)C(N)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.485,0.0,0.0,0.0
CC(C)(C)S(=O)(=O)CCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,69.12,0.0,0.0
BrC(Br)C(Br)Br,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.72,0.0,2.459,0.0
CCCCC(C)=O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-0.8,0.0,1.587,0.0
CC(C(=O)O[C@@H]1CC[N+](C)(C)C1)(c1ccccc1)C1CCCC1,"[0, 0, 0, 1, 0, 1]",0.0,0.0,0.0,77.21,0.0,119.0
CCSc1nc(=O)n(CC(C)(C)C)c(=O)n1N,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.868,0.0
CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.269,0.0
COC(=O)c1ccc(O)c(I)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.314,0.0,0.0,0.0
NC(=O)c1nnn(-c2ccccc2)c1N,"[0, 1, 0, 0, 0, 0]",0.0,0.74,0.0,0.0,0.0,0.0
CC1(C)C2CCC1(C)C(O)C2,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.425,0.0
O=C(O)Cc1cc(O)ccc1O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.704,0.0,0.0,0.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc([S+](C)[O-])cc2)cc1,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,14.79
CC1OC(C)OC(C)O1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-0.072,0.0,1.936,0.0
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,"[0, 1, 0, 0, 0, 0]",0.0,0.82,0.0,0.0,0.0,0.0
CC(=O)NCCNC(C)=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.675,0.0,0.0,0.0
CCOc1ccc(N(CC)C(N)=O)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.85,0.0,0.0,0.0
NC1CCN(c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl)CC1,"[0, 1, 0, 0, 0, 0]",0.0,1.19,0.0,0.0,0.0,0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]1O,"[1, 0, 0, 0, 0, 0]",-6.12,0.0,0.0,0.0,0.0,0.0
C=C1C2CCC(C)(OCC)C1CCC2(C)C,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.734,0.0,0.0,0.0
CN(C)CCC1CCN(c2cc(C(=O)NC[C@H]3CC[C@H](COC(=O)NC(C)(C)C)CC3)c3ccccc3n2)CC1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,96.72,0.0,0.0
CC(C)CC(=O)OCC=Cc1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.64,0.0
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.913,0.0,2.175,0.0
O=C(Nc1ccccc1F)NC1N=C(c2ccccc2)c2ccccc2NC1=O,"[0, 1, 0, 1, 0, 1]",0.0,3.8,0.0,97.38,0.0,16.22
CNC(=O)C(Cl)C(C)=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.33,0.0
CC(CCCO[N+](=O)O)O[N+](=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.44,0.0,0.0,0.0
CCOC(=O)CC#N,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.328,0.0,0.0,0.0
CCOC(C1=NCCCCN1)c1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.792,0.0
CC(C)=CCC/C(C)=C\CCC=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.538,0.0,0.0,0.0
Cn1cncc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,"[0, 1, 0, 0, 0, 0]",0.0,2.69,0.0,0.0,0.0,0.0
CO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.892,0.0,0.0,0.0
CON=C(C)C(=NOC(=O)N(C)Sc1ccc(C(C)(C)C)cc1)C(=O)N(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.134,0.0
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,0.492,0.0,1.767,0.0
CCN(CC)S(=O)(=O)c1ccccc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.38,0.0
CCOC(=O)c1ccc(COC2CN(c3ccc(C)nn3)C2)cc1,"[0, 1, 0, 0, 0, 0]",0.0,2.5,0.0,0.0,0.0,0.0
CCOC(=O)c1ccc(O)c(OC)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.72,0.0,0.0,0.0
c1ccc(Nc2ccccc2)cc1,"[0, 1, 0, 0, 1, 0]",0.0,3.2,0.0,0.0,2.179,0.0
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.058,0.0,0.0,0.0
O=C1NC(=O)C(=c2[nH]c(=C3C(=O)NC(=O)NC3=O)c3ccccc23)C(=O)N1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-7.565,0.0,0.0,0.0
CCOCCOCC(C)O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.201,0.0
CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.15,0.0
CCC(CO)(CO)CO.CCCCCC(=O)O.CCCCCCCC(=O)O.CCCCCCCCCC(=O)O.O=C(O)CCCCC(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.853,0.0,0.0,0.0
Nc1ccccc1S(=O)(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.747,0.0,0.0,0.0
Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.713,0.0
COC(=O)Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.197,0.0
COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,"[0, 1, 0, 1, 0, 0]",0.0,1.55,0.0,67.63,0.0,0.0
CN1C(=O)CC(N2CCN(CCCN3c4ccccc4COc4ccc(C(=O)O)cc43)CC2)N(C)C1=O,"[1, 0, 0, 0, 0, 0]",-5.12,0.0,0.0,0.0,0.0,0.0
COc1cc(C(=O)Nc2ccc(Cl)c(-c3nc4ccccc4[nH]3)c2)cc(OC)c1OC,"[0, 1, 0, 0, 0, 0]",0.0,3.83,0.0,0.0,0.0,0.0
OCC1OC(n2cnc3c(=S)[nH]cnc32)C(O)C1O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.5,0.0
CN(CCO)Cc1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)cc1,"[0, 1, 0, 0, 0, 0]",0.0,0.97,0.0,0.0,0.0,0.0
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCOCC2)n1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,97.2,0.0,0.0
NCCc1ccc(O)c2nc(O)sc12,"[0, 1, 0, 0, 0, 1]",0.0,0.33,0.0,0.0,0.0,150.0
COC[C@H](C)Oc1cc(Oc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,"[0, 1, 0, 0, 0, 0]",0.0,0.95,0.0,0.0,0.0,0.0
C1=CCCCC1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.71,0.0,1.625,0.0
COc1cc(C(=O)O)ccc1Cn1ccc2ccc(NC(=O)OC3CCCC3)cc21,"[0, 1, 0, 0, 0, 0]",0.0,2.1,0.0,0.0,0.0,0.0
O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-6.589,0.0,1.6,0.0
Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.734,0.0
CCC(C)Cl,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.001,0.0,0.724,0.0
Cc1ccc(S(=O)(=O)NN)cc1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-1.48,0.0,2.818,0.0
CNS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,"[0, 1, 0, 1, 0, 0]",0.0,2.77,0.0,91.46,0.0,0.0
CC(=O)Nc1ccc2nc(-c3cccc(F)c3)cc(O)c2c1,"[0, 1, 0, 0, 0, 0]",0.0,2.41,0.0,0.0,0.0,0.0
O=C(O)c1ccccc1Nc1cccc(Cl)c1CO,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.063,0.0
CCCCCCCCCCC(O)CCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.837,0.0,0.0,0.0
CCOc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(CC)CC1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,98.17,0.0,0.0
CC1CCCCC1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.94,0.0,0.0,0.0
CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,10.0
CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1,"[0, 1, 0, 0, 0, 0]",0.0,4.28,0.0,0.0,0.0,0.0
CN(C)CC1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,"[0, 1, 0, 0, 0, 0]",0.0,2.88,0.0,0.0,0.0,0.0
COP(=S)(OC)Oc1ccc(SC)c(C)c1,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-4.569,0.0,3.189,0.0
CCC(C)OC(CBr)c1ccc(Cl)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.067,0.0
CC(=O)Nc1ccc2c(c1)sc1ccccc12,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.305,0.0
CCCC1(CCC)C(=O)NC(=O)NC1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.53,0.0,0.0,0.0
Cn1cncc1CN(CCN(Cc1ccccc1)S(=O)(=O)c1ccccn1)c1ccc(C#N)cc1,"[1, 0, 0, 0, 0, 0]",-5.551,0.0,0.0,0.0,0.0,0.0
COc1ccc(O)c([N+](=O)[O-])c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.841,0.0,0.0,0.0
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1,"[0, 1, 0, 0, 0, 0]",0.0,2.82,0.0,0.0,0.0,0.0
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,"[0, 1, 0, 0, 0, 0]",0.0,1.1,0.0,0.0,0.0,0.0
CN(C)CCN1CCN(C)CC1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.081,0.0
O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(Cl)c1,"[0, 1, 0, 0, 0, 0]",0.0,3.64,0.0,0.0,0.0,0.0
CCOC(=O)c1ccc(O)c(Br)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.39,0.0,0.0,0.0
Clc1ccc(C(Cl)(Cl)Cl)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.448,0.0
O=c1c2ccccc2c2ccc3c4c(ccc1c24)c1ccc2c(=O)c4ccccc4c4nn3c1c24,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.507,0.0
O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,"[0, 1, 0, 0, 0, 0]",0.0,1.85,0.0,0.0,0.0,0.0
Nc1ccc(Cc2ccc(N)cc2)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.293,0.0,0.0,0.0
CC(C)c1cccc(C(C)C)c1N=C=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.158,0.0
C=CC(=O)OCC(=O)OCC,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.867,0.0
NS(=O)(=O)N1CCN(C2CN(CC[C@]3(c4ccc(Cl)c(Cl)c4)CCC(=O)N(CC4CC4)C3)C2)CC1,"[1, 0, 0, 0, 0, 0]",-5.897,0.0,0.0,0.0,0.0,0.0
C=CCOC(=O)CCCCC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.611,0.0,2.855,0.0
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.181,0.0
O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,"[0, 1, 0, 1, 0, 0]",0.0,-0.51,0.0,99.31,0.0,0.0
CC(=O)CC(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.991,0.0,0.0,0.0
CC(C)Oc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,95.12,0.0,0.0
[Bi+3].[O-2].[O-2].[O-2].[O-2].[V],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-8.51,0.0,0.0,0.0
COc1cc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,72.45,0.0,0.0
COc1cc(OC)cc(OCC(O)CO)c1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.036,0.0
O=P([O-])([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.194,0.0,0.0,0.0
CC(C)N1CCCC1=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.642,0.0
C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.6,0.0,0.0,0.0
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.945,0.0,0.0,0.0
CC1OC(=O)C(C)OC1=O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.936,0.0,0.0,0.0
CNN=Nc1ccc(I)cc1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.719,0.0
CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(C(F)(F)F)cc3)nc3ccccc3c2=O)cc1,"[0, 0, 0, 1, 0, 1]",0.0,0.0,0.0,98.54,0.0,43.36
Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-9.1,0.0,0.0,0.0
NC(=O)COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,"[0, 0, 0, 0, 0, 1]",0.0,0.0,0.0,0.0,0.0,3.0
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,"[0, 1, 0, 1, 0, 0]",0.0,2.95,0.0,93.1,0.0,0.0
CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCCN(C2CC2)CC1,"[0, 0, 0, 1, 0, 0]",0.0,0.0,0.0,97.81,0.0,0.0
COCC(C)OC(C)=O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,0.083,0.0,1.19,0.0
CCCCCCCCNC(=O)C(C)O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-2.283,0.0,0.0,0.0
CC1(CCCc2cc(=O)oc3[nH]c(=O)[nH]c(=O)c23)CC1,"[0, 0, 0, 1, 0, 1]",0.0,0.0,0.0,97.32,0.0,42.66
CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.56,0.0,0.0,0.0
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[NH4+].[NH4+],"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.323,0.0,0.0,0.0
COP(=O)(OC)OC(C)=CC(=O)N(C)C,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,4.261,0.0
CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.907,0.0
O=Cc1ccco1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.096,0.0,0.0,0.0
COc1cc(OC)c2nc(C)c3c(c2c1)N(c1ccc(O)cc1)CC3,"[0, 1, 0, 1, 0, 0]",0.0,1.5,0.0,88.82,0.0,0.0
COC(=O)C1(S(=O)(=O)c2ccccc2)CCC1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-3.001,0.0,0.0,0.0
c1ccc2c(c1)[nH]c1ccccc12,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-5.21,0.0,0.0,0.0
N#CCN(CC#N)N=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.882,0.0
O=C(NC1CCCCC1)C1CCCN(S(=O)(=O)c2cccs2)C1,"[0, 1, 0, 0, 0, 0]",0.0,2.93,0.0,0.0,0.0,0.0
NCCCCCCN,"[0, 0, 1, 0, 1, 0]",0.0,0.0,0.739,0.0,2.19,0.0
N#CCCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-6.13,0.0,0.0,0.0
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12,"[0, 1, 0, 0, 0, 1]",0.0,3.02,0.0,0.0,0.0,3.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1,"[0, 1, 0, 0, 0, 0]",0.0,3.3,0.0,0.0,0.0,0.0
CCOc1ccccc1O,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.171,0.0,0.0,0.0
CCCCOC(=O)CCOCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.639,0.0,0.0,0.0
CNC(=O)O/N=C(/C)SC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-1.21,0.0,0.0,0.0
O=C(O)Cc1ccc2c(c1)OCc1ccccc1C2=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.387,0.0
CCOC(=O)c1ccccc1C(=O)OCC,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-2.35,0.0,1.412,0.0
CC1(C)Cc2cccc(OC(=O)NCSc3ccc(C(C)(C)C)cc3)c2O1,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,3.489,0.0
Clc1cccc(C2CCCCC2)c1Cl,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.683,0.0
CCOC(CC(C)O)OCC,"[0, 0, 1, 0, 0, 0]",0.0,0.0,0.091,0.0,0.0,0.0
Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)C(C)C,"[0, 1, 0, 0, 0, 0]",0.0,3.9,0.0,0.0,0.0,0.0
CCCCC(CC)COC(C)=O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,-4.645,0.0,1.759,0.0
CCCCC1(CCc2ccccn2)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.963,0.0
CC(C)=CCCC(C)=CCO,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,1.535,0.0
CC(C)NCC(O)COc1cccc2ccccc12,"[0, 0, 0, 0, 1, 0]",0.0,0.0,0.0,0.0,2.594,0.0
Cc1cc2nc3c(C)c(N)ccc3[n+](-c3ccccc3)c2cc1N.[Cl-],"[0, 0, 1, 0, 0, 0]",0.0,0.0,-0.846,0.0,0.0,0.0
O=C(O)COCC(=O)O,"[0, 0, 1, 0, 1, 0]",0.0,0.0,0.493,0.0,2.428,0.0
O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,"[0, 1, 0, 0, 0, 0]",0.0,2.9,0.0,0.0,0.0,0.0
CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl,"[0, 0, 0, 1, 0, 1]",0.0,0.0,0.0,99.71,0.0,12.88
c1cc2c3c(cccc3c1)CC2,"[0, 0, 1, 0, 0, 0]",0.0,0.0,-4.63,0.0,0.0,0.0
